"IN","RI","RE","PE","PI","EI"
-0.673541174277892,0.0165689853516002,-0.0105714275830598,-0.0184706198710218,-0.0150327353423228,-0.00121908769515857
-2.3877479798834,-0.013286727541743,0.0453598233826677,0.0220801240542231,-0.00403245791848048,-0.00785842025700938
-2.24745691186497,-0.00792745012368902,0.0225776408964089,0.0517896471091912,-0.0170512891214904,0.00106000759654657
-1.28519470174652,-0.00126147378936987,0.0124588698897793,-0.00966768522484583,0.0129794058449309,-0.0107378228202412
